age,employee_turnover,business_travel_frequency,daily_rate,distance_from_home_km,education_level,education_field,remove_column,employee_id,environmental_satisfaction_level,gender,hourly_rate,job_involvement_level,job_level,job_role,job_satisfaction_level,marital_status,monthly_income,monthly_rate,num_companies_worked,over_18,overtime_hours,percent_salary_hike,performance_rating,relationship_satisfaction_level,standard_work_hours,stock_option_level,total_years_worked,training_sessions_last_year,work_life_balance,years_at_company,years_since_last_promotion,years_with_current_manager,same_as_monthly_income,birth_year,annual_salary,remote_work
34,no,travel_rarely,277.64,1.0,5,nan,1,132,2.0,male,,3,1,research scientist,4,married,2242.5,5830.5,1,,no,12,3.0,4,part time,1,,4,2.0,10,8,8,2242.5,1989,26910.0,yes
33,yes,travel_rarely,290.04,1.0,4,other,1,133,4.0,male,,3,1,research scientist,4,single,2342.59,6090.75,1,,,13,3.0,3,part time,0,10.0,2,2.0,10,7,8,2342.59,1990,28111.13,no
33,no,nan,1032.49,7.0,3,medical,1,134,3.0,male,,3,3,research director,3,married,8339.32,21682.23,0,,no,11,3.0,4,nan,0,,3,4.0,13,3,7,8339.32,1990,,yes
53,no,travel_rarely,1582.77,23.0,4,nan,1,135,4.0,female,,3,4,research director,4,nan,12783.92,33238.2,6,,no,18,3.0,3,full time,0,33.0,0,3.0,12,3,8,12783.92,1970,153407.07,yes
49,no,travel_rarely,763.8,8.0,2,other,1,136,1.0,female,,3,3,laboratory technician,2,married,6169.17,16039.83,4,,,11,3.0,3,part time,1,29.0,3,2.0,26,1,7,6169.17,1974,74030.0,no
35,no,nan,1032.49,,4,nan,1,137,,male,129.06,3,3,sales executive,4,nan,,21682.23,6,,,13,3.0,2,part time,1,,2,3.0,10,0,8,,1988,100071.84,no
38,no,travel_rarely,910.31,17.0,1,life sciences,1,138,3.0,female,113.79,2,3,healthcare representative,3,married,7352.5,19116.5,0,,,18,3.0,1,part time,1,20.0,4,2.0,19,1,9,7352.5,1985,88230.0,no
46,no,nan,1582.77,3.0,1,marketing,1,139,1.0,male,,3,4,manager,3,married,12783.92,33238.2,3,,no,12,3.0,4,full time,1,,3,3.0,12,4,9,12783.92,1977,153407.07,no
36,no,non-travel,556.26,18.0,4,nan,1,140,1.0,male,69.53,3,2,manufacturing director,4,single,4492.84,11681.39,2,,,20,4.0,1,part time,0,18.0,0,3.0,11,0,9,4492.84,1987,53914.11,no
42,yes,travel_frequently,1582.77,,3,life sciences,1,141,,male,,3,4,sales executive,1,single,,33238.2,0,,,12,,2,full time,0,,2,2.0,21,13,14,,1981,153407.07,yes
34,no,travel_frequently,556.26,1.0,3,nan,1,142,4.0,male,,2,2,healthcare representative,1,single,4492.84,11681.39,0,,no,20,4.0,3,nan,0,14.0,3,3.0,13,4,9,4492.84,1989,,yes
30,no,travel_rarely,369.26,1.0,3,medical,1,143,4.0,male,,3,1,research scientist,2,nan,2982.5,7754.5,0,,yes,21,4.0,1,nan,1,12.0,2,3.0,11,5,7,2982.5,1993,35790.0,yes
54,no,travel_rarely,1834.34,3.0,3,life sciences,1,144,4.0,male,,3,4,research director,4,married,14815.83,38521.17,3,,no,14,3.0,1,full time,0,36.0,2,3.0,10,0,9,14815.83,1969,177790.0,yes
31,no,travel_rarely,556.26,24.0,3,medical,1,145,3.0,female,,2,2,healthcare representative,1,single,4492.84,11681.39,1,,no,19,,2,part time,0,10.0,2,3.0,10,1,8,4492.84,1992,53914.11,no
44,no,nan,1879.12,5.0,3,nan,1,146,2.0,male,,3,5,manager,2,married,15177.5,39461.5,7,,no,11,3.0,3,full time,1,26.0,5,3.0,22,3,10,15177.5,1979,182130.0,yes
55,no,non-travel,1400.8,8.0,1,nan,1,147,4.0,male,175.1,2,4,healthcare representative,2,divorced,,29416.83,1,,yes,15,3.0,4,full time,1,,3,3.0,33,15,0,,1968,135770.0,no
44,no,travel_rarely,1979.92,4.0,2,life sciences,1,148,3.0,male,247.49,4,5,manager,1,divorced,15991.67,41578.33,1,,no,14,3.0,4,full time,2,,4,2.0,25,14,13,15991.67,1979,191900.0,no
34,no,travel_frequently,556.26,11.0,3,life sciences,1,149,3.0,male,,2,2,human resources,2,nan,4492.84,11681.39,4,,no,11,3.0,4,nan,2,14.0,5,4.0,10,1,8,4492.84,1989,,yes
39,no,nan,1766.66,13.0,4,nan,1,150,3.0,female,220.83,2,4,manager,2,divorced,,37099.83,6,,yes,13,3.0,4,full time,2,,4,3.0,19,15,2,,1984,171230.0,no
55,no,travel_rarely,1979.61,2.0,2,medical,1,151,4.0,female,,1,5,manager,3,nan,15989.17,41571.83,4,,,14,,4,full time,1,23.0,5,3.0,19,9,11,15989.17,1968,191870.0,yes
51,no,nan,1582.77,5.0,3,life sciences,1,152,3.0,male,197.85,3,4,manager,2,nan,12783.92,33238.2,1,,,11,3.0,2,full time,1,,2,3.0,33,0,10,12783.92,1972,153407.07,yes
58,yes,nan,1032.57,,4,medical,1,153,,female,,2,3,manufacturing director,1,marreid,8340.0,21684.0,7,,,14,3.0,4,nan,0,,0,2.0,10,5,9,8340.0,1965,,yes
48,no,nan,1032.49,4.0,3,life sciences,1,154,4.0,male,129.06,3,3,manufacturing director,4,single,8339.32,21682.23,1,,no,11,3.0,3,part time,0,11.0,2,3.0,10,0,8,8339.32,1975,100071.84,yes
29,no,travel_rarely,824.16,17.0,3,nan,1,155,2.0,male,,2,3,human resources,1,single,6656.67,17307.33,1,,,13,3.0,1,part time,0,,3,2.0,10,0,9,6656.67,1994,79880.0,no
34,no,nan,556.26,3.0,3,other,1,156,4.0,male,,1,2,sales executive,1,single,4492.84,11681.39,3,,no,18,,4,part time,0,15.0,2,3.0,13,3,12,4492.84,1989,53914.11,yes
42,no,travel_frequently,290.04,9.0,2,nan,1,157,1.0,female,,3,1,laboratory technician,4,nan,2342.59,6090.75,1,,,13,3.0,3,nan,0,12.0,3,3.0,12,5,8,2342.59,1981,,yes
57,no,travel_rarely,556.26,1.0,2,life sciences,1,158,2.0,male,,4,2,research scientist,3,married,4492.84,11681.39,0,,no,24,4.0,1,part time,1,13.0,2,2.0,12,2,8,4492.84,1966,53914.11,yes
34,yes,travel_rarely,556.26,24.0,4,nan,1,159,1.0,female,,2,2,sales executive,2,single,,11681.39,0,,yes,23,4.0,3,part time,0,16.0,2,4.0,15,10,10,,1989,53914.11,no
54,no,travel_frequently,1582.77,11.0,4,medical,1,160,2.0,female,,3,4,manager,4,nan,12783.92,33238.2,3,,no,20,,1,nan,1,26.0,2,3.0,14,1,12,12783.92,1969,,yes
34,no,travel_rarely,730.79,1.0,3,nan,1,161,4.0,male,91.35,2,3,sales executive,3,nan,5902.5,15346.5,1,,,14,3.0,4,part time,0,,3,3.0,10,8,6,5902.5,1989,70830.0,no
29,no,nan,487.29,3.0,1,medical,1,162,2.0,male,,3,1,laboratory technician,1,single,3935.83,10233.17,1,,,18,3.0,4,nan,0,,3,,10,1,5,3935.83,1994,,yes
35,no,travel_rarely,351.52,28.0,3,life sciences,1,163,2.0,male,,4,2,laboratory technician,3,nan,2839.17,7381.83,1,,,17,,4,part time,2,,3,2.0,10,6,8,2839.17,1988,34070.0,yes
35,yes,nan,556.26,12.0,4,other,1,164,4.0,male,69.53,3,2,sales executive,4,nan,4492.84,11681.39,3,,,24,4.0,1,part time,0,13.0,2,4.0,11,6,7,4492.84,1988,53914.11,yes
34,no,travel_rarely,302.2,19.0,3,life sciences,1,165,2.0,female,37.77,2,1,research scientist,4,married,2440.83,6346.17,1,,no,12,3.0,2,full time,0,10.0,3,3.0,10,8,7,2440.83,1989,29290.0,yes
43,no,nan,556.26,2.0,3,nan,1,166,4.0,male,,3,2,sales executive,4,nan,4492.84,11681.39,1,,yes,17,3.0,1,part time,1,10.0,3,3.0,10,8,8,4492.84,1980,53914.11,no
58,no,non-travel,1582.77,2.0,3,medical,1,167,2.0,male,197.85,3,4,manager,2,divorced,12783.92,33238.2,4,,no,22,4.0,4,full time,1,37.0,0,2.0,16,14,14,12783.92,1965,153407.07,yes
36,no,travel_rarely,556.26,,4,nan,1,168,,female,,2,2,sales executive,3,marreid,4492.84,11681.39,1,,yes,13,3.0,1,part time,1,10.0,4,3.0,10,1,7,4492.84,1987,53914.11,no
43,no,travel_rarely,1032.49,11.0,3,life sciences,1,169,1.0,male,129.06,3,3,healthcare representative,3,married,8339.32,21682.23,1,,,17,3.0,2,part time,1,10.0,1,3.0,10,0,9,8339.32,1980,100071.84,yes
55,no,nan,1973.98,26.0,4,human resources,1,170,3.0,male,246.75,4,5,manager,2,married,,41453.67,4,,yes,18,3.0,1,full time,1,35.0,0,3.0,10,1,4,,1968,191324.62,yes
42,no,nan,556.26,23.0,2,nan,1,171,4.0,male,,2,2,research scientist,3,single,,11681.39,1,,,12,3.0,4,nan,0,20.0,2,3.0,20,3,7,,1981,53914.11,yes
40,no,nan,556.26,11.0,3,technical degree,1,172,4.0,female,,3,2,laboratory technician,3,married,4492.84,11681.39,1,,,11,,1,nan,1,10.0,2,4.0,10,9,4,4492.84,1983,,yes
56,yes,nan,290.04,7.0,2,technical degree,1,173,4.0,male,,3,1,laboratory technician,3,married,,6090.75,8,,no,11,3.0,4,part time,1,14.0,4,1.0,10,9,8,,1967,28111.13,yes
39,no,travel_rarely,1241.29,,1,marketing,1,174,,female,,2,4,sales executive,4,nan,10025.83,26067.17,0,,,11,3.0,1,full time,1,,2,2.0,20,9,6,10025.83,1984,120310.0,yes
53,no,travel_rarely,1591.67,2.0,4,life sciences,1,175,1.0,female,198.96,2,4,manager,4,married,12855.83,33425.17,2,,no,16,3.0,3,full time,0,,3,3.0,25,3,7,12855.83,1970,154270.0,yes
27,no,travel_frequently,1032.49,8.0,3,nan,1,176,4.0,male,,3,3,sales executive,3,single,8339.32,21682.23,1,,no,15,3.0,4,nan,0,9.0,0,3.0,9,1,7,8339.32,1996,,no
30,no,travel_frequently,556.26,1.0,2,nan,1,177,3.0,female,69.53,3,2,laboratory technician,4,nan,4492.84,11681.39,1,,,23,4.0,4,part time,0,12.0,2,,12,3,7,4492.84,1993,53914.11,yes
35,no,nan,1032.49,18.0,5,life sciences,1,178,2.0,male,,3,3,sales executive,1,married,8339.32,21682.23,1,,,22,4.0,4,nan,1,9.0,3,2.0,9,1,8,8339.32,1988,,yes
32,no,travel_rarely,635.76,1.0,3,medical,1,179,1.0,male,,3,2,manufacturing director,4,married,5135.0,13351.0,1,,yes,22,4.0,2,nan,1,9.0,3,3.0,9,7,8,5135.0,1991,61620.0,yes
30,no,travel_rarely,528.87,1.0,1,life sciences,1,180,4.0,male,,2,2,laboratory technician,4,married,4271.67,11106.33,1,,,12,3.0,3,part time,2,,1,,10,3,0,4271.67,1993,51260.0,no
46,yes,nan,992.44,9.0,2,medical,1,181,3.0,male,124.05,2,3,sales executive,4,nan,8015.83,20841.17,1,,no,16,3.0,4,part time,0,9.0,3,3.0,9,4,7,8015.83,1977,96190.0,no
30,no,travel_rarely,556.26,4.0,2,nan,1,182,3.0,female,,2,2,sales executive,2,nan,4492.84,11681.39,1,,yes,12,3.0,2,part time,3,11.0,4,2.0,11,2,7,4492.84,1993,53914.11,no
32,no,nan,516.9,6.0,4,nan,1,183,2.0,male,,3,2,sales executive,3,single,4175.0,10855.0,1,,no,16,3.0,1,nan,0,12.0,0,3.0,11,5,7,4175.0,1991,,yes
35,no,travel_rarely,1032.49,,5,marketing,1,184,3.0,male,,3,3,sales executive,2,married,8339.32,21682.23,1,,,13,3.0,1,part time,2,,3,3.0,10,0,6,8339.32,1988,100071.84,no
32,no,nan,1032.49,8.0,3,marketing,1,185,2.0,female,,3,3,sales executive,4,single,8339.32,21682.23,1,,,14,3.0,4,part time,0,9.0,2,3.0,9,3,7,8339.32,1991,100071.84,yes
41,no,travel_rarely,290.04,,3,life sciences,1,186,1.0,male,,3,1,research scientist,3,divorced,,6090.75,4,,no,12,3.0,1,part time,1,,2,3.0,9,1,8,,1982,28111.13,yes
40,no,travel_rarely,1963.72,4.0,1,medical,1,187,4.0,female,,3,5,manager,3,nan,15860.83,41238.17,1,,no,14,3.0,2,full time,1,21.0,2,3.0,20,9,9,15860.83,1983,190330.0,no
45,no,nan,1582.77,2.0,2,nan,1,188,1.0,male,,2,4,manager,4,married,12783.92,33238.2,9,,no,23,4.0,4,nan,1,22.0,1,3.0,20,11,8,12783.92,1978,,yes
32,yes,travel_rarely,1073.02,4.0,4,nan,1,189,4.0,male,,1,3,sales executive,4,married,8666.67,22533.33,1,,no,11,3.0,3,full time,0,14.0,2,2.0,14,9,8,8666.67,1991,104000.0,no
30,no,non-travel,1032.49,1.0,1,life sciences,1,190,3.0,male,129.06,2,3,manufacturing director,3,nan,8339.32,21682.23,1,,no,22,4.0,3,part time,0,,2,3.0,11,5,8,8339.32,1993,100071.84,yes
37,no,nan,1032.49,11.0,3,nan,1,191,2.0,male,,3,3,research director,4,nan,,21682.23,1,,,14,3.0,3,part time,3,,1,3.0,10,0,7,,1986,100071.84,yes
37,no,nan,288.17,4.0,4,nan,1,192,1.0,male,,3,1,sales representative,4,divorced,2327.5,6051.5,4,,no,17,3.0,3,nan,1,13.0,2,3.0,9,5,8,2327.5,1986,,no
40,no,nan,556.26,24.0,2,technical degree,1,193,1.0,male,,3,2,research scientist,4,nan,4492.84,11681.39,1,,no,17,3.0,1,nan,2,,3,3.0,9,4,7,4492.84,1983,,no
36,no,non-travel,585.41,24.0,4,nan,1,194,2.0,female,,3,2,laboratory technician,2,married,4728.33,12293.67,7,,,15,3.0,3,full time,1,11.0,3,3.0,9,0,8,4728.33,1987,56740.0,yes
32,no,travel_rarely,556.26,7.0,3,life sciences,1,195,4.0,male,,2,2,sales executive,3,married,4492.84,11681.39,1,,,14,3.0,3,part time,1,13.0,3,2.0,13,4,8,4492.84,1991,53914.11,yes
38,no,nan,1032.49,25.0,2,life sciences,1,196,1.0,female,,2,3,research director,2,nan,,21682.23,3,,,17,3.0,3,part time,1,,2,3.0,10,0,1,,1985,100071.84,yes
30,no,travel_rarely,556.26,28.0,2,nan,1,197,4.0,female,,3,2,research scientist,4,married,4492.84,11681.39,1,,no,13,3.0,4,part time,2,11.0,2,3.0,10,1,9,4492.84,1993,53914.11,yes
39,no,nan,1980.64,1.0,1,nan,1,198,2.0,male,247.58,3,5,manager,3,nan,,41593.5,1,,,14,3.0,3,full time,1,21.0,3,3.0,21,1,6,,1984,191970.0,yes
60,no,nan,1973.98,7.0,3,life sciences,1,199,1.0,female,,3,5,manager,1,nan,15943.72,41453.67,5,,no,11,3.0,4,full time,0,33.0,5,1.0,29,11,10,15943.72,1963,191324.62,yes
30,no,nan,867.9,22.0,4,other,1,200,3.0,female,108.49,3,3,sales executive,1,nan,7010.0,18226.0,0,,,11,3.0,3,part time,0,10.0,3,3.0,9,7,8,7010.0,1993,84120.0,yes
31,no,travel_rarely,1032.49,9.0,1,nan,1,201,3.0,male,,3,3,manufacturing director,2,divorced,8339.32,21682.23,1,,no,25,4.0,4,part time,1,,6,4.0,13,0,8,8339.32,1992,100071.84,yes
33,yes,nan,345.43,3.0,3,life sciences,1,202,1.0,male,43.18,3,1,research scientist,1,single,2790.0,7254.0,1,,yes,11,3.0,1,full time,0,,3,3.0,10,9,7,2790.0,1990,33480.0,no
50,no,nan,290.04,28.0,1,medical,1,203,4.0,male,,4,1,laboratory technician,3,married,2342.59,6090.75,1,,yes,11,,3,nan,3,20.0,3,3.0,20,3,8,2342.59,1973,,yes
32,no,nan,547.75,24.0,4,life sciences,1,204,1.0,male,68.47,3,2,laboratory technician,4,nan,4424.17,11502.83,1,,no,15,,4,part time,2,10.0,2,3.0,10,4,7,4424.17,1991,53090.0,yes
42,no,nan,556.26,29.0,3,nan,1,205,2.0,male,,3,2,manufacturing director,2,nan,4492.84,11681.39,1,,,13,3.0,4,nan,1,10.0,3,2.0,9,7,8,4492.84,1981,,yes
49,yes,nan,789.7,11.0,3,marketing,1,206,3.0,female,,3,3,sales executive,4,married,6378.33,16583.67,1,,no,18,3.0,1,part time,2,,3,4.0,9,7,7,6378.33,1974,76540.0,no
27,no,nan,1321.46,5.0,1,nan,1,207,3.0,male,,2,3,research director,4,divorced,10673.33,27750.67,1,,,16,3.0,2,full time,1,,3,3.0,9,0,8,10673.33,1996,128080.0,yes
33,no,travel_rarely,556.26,1.0,3,medical,1,208,1.0,male,69.53,4,2,sales executive,1,divorced,4492.84,11681.39,1,,,22,,1,part time,1,9.0,5,3.0,9,0,8,4492.84,1990,53914.11,yes
52,no,nan,1582.77,,4,nan,1,209,3.0,female,,2,4,manufacturing director,4,married,12783.92,33238.2,3,,no,22,4.0,3,full time,0,31.0,3,3.0,9,0,0,12783.92,1971,153407.07,no
32,no,nan,556.26,5.0,2,life sciences,1,210,2.0,male,69.53,3,2,sales executive,2,nan,4492.84,11681.39,1,,no,14,3.0,4,part time,1,10.0,3,3.0,10,5,3,4492.84,1991,53914.11,yes
36,no,nan,679.51,14.0,1,life sciences,1,211,3.0,male,,3,2,healthcare representative,4,nan,5488.33,14269.67,0,,,17,3.0,1,full time,1,,2,2.0,16,4,11,5488.33,1987,65860.0,no
31,no,non-travel,556.26,20.0,2,nan,1,212,4.0,female,,3,2,sales executive,3,nan,4492.84,11681.39,1,,,13,3.0,4,nan,1,,2,2.0,9,0,0,4492.84,1992,53914.11,no
36,no,travel_rarely,259.9,2.0,4,medical,1,213,3.0,male,32.49,3,1,laboratory technician,3,single,2099.17,5457.83,4,,no,21,4.0,3,part time,0,,6,3.0,11,3,9,2099.17,1987,25190.0,yes
52,no,nan,1764.18,1.0,2,life sciences,1,214,4.0,male,,3,4,manager,4,married,,37047.83,2,,,15,3.0,2,full time,1,26.0,2,,9,7,8,,1971,170990.0,yes
33,no,non-travel,1582.77,17.0,3,nan,1,215,4.0,male,,3,4,manager,3,single,12783.92,33238.2,1,,,11,3.0,4,full time,0,10.0,2,3.0,10,6,0,12783.92,1990,153407.07,no
45,no,non-travel,556.26,23.0,2,life sciences,1,216,4.0,male,,3,2,laboratory technician,1,nan,4492.84,11681.39,1,,yes,15,3.0,3,part time,1,9.0,2,3.0,9,0,8,4492.84,1978,53914.11,yes
36,no,travel_rarely,1032.49,12.0,5,nan,1,217,4.0,female,129.06,2,3,manufacturing director,4,nan,8339.32,21682.23,0,,,11,3.0,2,part time,0,15.0,2,2.0,14,7,8,8339.32,1987,100071.84,yes
49,no,nan,1353.65,8.0,4,nan,1,218,4.0,male,,2,4,sales executive,2,nan,10933.33,28426.67,6,,,17,3.0,2,full time,1,22.0,3,3.0,9,2,3,10933.33,1974,131200.0,no
29,yes,nan,1032.49,23.0,1,nan,1,219,4.0,female,,2,3,sales executive,1,nan,8339.32,21682.23,1,,,13,,1,part time,1,11.0,3,1.0,11,3,10,8339.32,1994,100071.84,yes
29,no,nan,323.04,6.0,1,nan,1,220,2.0,female,,3,1,laboratory technician,4,married,2609.17,6783.83,1,,,13,3.0,1,nan,1,,5,3.0,10,0,8,2609.17,1994,,no
37,no,nan,556.26,1.0,3,life sciences,1,221,4.0,female,,2,2,manufacturing director,4,married,4492.84,11681.39,1,,,13,3.0,2,part time,1,14.0,2,2.0,14,3,11,4492.84,1986,53914.11,yes
33,no,travel_rarely,1032.49,10.0,5,nan,1,222,4.0,male,129.06,4,3,sales executive,3,nan,,21682.23,0,,,14,3.0,4,part time,2,,3,3.0,9,0,8,,1990,100071.84,yes
34,no,travel_frequently,458.51,19.0,3,medical,1,223,3.0,female,,3,2,laboratory technician,2,divorced,,9628.67,4,,no,13,3.0,3,part time,2,15.0,2,4.0,11,5,10,,1989,44440.0,yes
28,no,non-travel,688.59,1.0,3,nan,1,224,3.0,female,,1,2,laboratory technician,4,married,5561.67,14460.33,0,,no,11,3.0,1,nan,3,10.0,6,3.0,9,7,5,5561.67,1995,,yes
31,no,non-travel,1016.48,2.0,4,nan,1,225,4.0,female,,3,3,sales executive,3,nan,,21346.0,1,,yes,19,3.0,1,part time,1,10.0,5,2.0,10,9,6,,1992,98520.0,yes
42,no,non-travel,1842.8,2.0,1,life sciences,1,226,3.0,male,,3,4,manager,3,nan,14884.17,38698.83,0,,yes,13,,4,full time,0,21.0,3,2.0,20,2,10,14884.17,1981,178610.0,no
40,no,travel_rarely,556.26,2.0,3,life sciences,1,227,3.0,male,,3,2,research scientist,4,single,,11681.39,1,,,13,3.0,3,part time,0,9.0,4,3.0,9,8,8,,1983,53914.11,yes
34,no,nan,556.26,15.0,2,medical,1,228,3.0,female,,3,2,sales executive,1,single,4492.84,11681.39,1,,,12,3.0,4,nan,0,,6,4.0,10,9,6,4492.84,1989,,yes
58,no,travel_rarely,1973.98,1.0,3,nan,1,229,4.0,female,,3,5,research director,1,nan,,41453.67,3,,,21,4.0,3,full time,1,,3,3.0,9,1,5,,1965,191324.62,no
31,yes,travel_frequently,768.24,1.0,5,nan,1,230,3.0,female,,4,3,manufacturing director,2,nan,6205.0,16133.0,1,,,11,3.0,1,nan,0,,2,3.0,10,4,7,6205.0,1992,,yes
40,no,non-travel,1419.37,8.0,1,nan,1,231,4.0,male,,2,3,research director,2,nan,11464.17,29806.83,2,,no,11,3.0,3,full time,1,16.0,5,3.0,9,4,8,11464.17,1983,137570.0,yes
53,no,nan,1712.49,2.0,3,medical,1,232,4.0,male,,4,4,research director,2,single,13831.67,35962.33,4,,no,12,3.0,2,full time,0,35.0,2,2.0,9,8,8,13831.67,1970,165980.0,yes
34,no,nan,1582.77,15.0,3,nan,1,233,2.0,male,197.85,3,4,research director,1,nan,12783.92,33238.2,7,,,14,3.0,4,full time,2,16.0,3,2.0,14,6,9,12783.92,1989,153407.07,yes
35,no,travel_rarely,1032.49,16.0,3,life sciences,1,234,4.0,female,,2,3,healthcare representative,2,single,8339.32,21682.23,1,,no,19,3.0,4,nan,0,,3,1.0,11,3,3,8339.32,1988,,yes
37,no,nan,442.1,13.0,3,nan,1,235,1.0,male,55.26,3,2,research scientist,4,married,,9284.17,1,,,17,3.0,1,part time,0,,2,3.0,10,3,7,,1986,42850.0,yes
42,no,travel_frequently,1044.54,2.0,3,nan,1,236,4.0,male,,3,3,healthcare representative,4,nan,,21935.33,2,,yes,14,3.0,3,full time,1,24.0,3,1.0,20,13,9,,1981,101240.0,yes
45,no,nan,1032.49,1.0,4,nan,1,237,1.0,male,,3,3,healthcare representative,2,divorced,8339.32,21682.23,1,,,12,3.0,1,part time,3,,4,3.0,10,7,7,8339.32,1978,100071.84,yes
30,yes,travel_rarely,1002.24,1.0,3,nan,1,238,2.0,male,,2,2,sales executive,1,married,,21047.0,1,,no,11,3.0,4,full time,1,,4,3.0,10,6,7,,1993,97140.0,yes
38,no,travel_rarely,1023.9,14.0,3,life sciences,1,239,3.0,male,,3,2,sales executive,2,married,,21502.0,0,,,11,3.0,4,full time,1,10.0,3,3.0,9,7,7,,1985,99240.0,yes
50,no,nan,1160.2,20.0,5,medical,1,240,2.0,male,,3,4,healthcare representative,3,nan,,24364.17,2,,,15,3.0,3,full time,1,32.0,3,3.0,30,12,13,,1973,112450.0,no
39,no,travel_rarely,316.64,3.0,2,nan,1,241,3.0,male,,2,2,laboratory technician,3,nan,2557.5,6649.5,0,,,15,3.0,4,nan,1,,3,,10,0,7,2557.5,1984,,yes
34,no,travel_rarely,556.26,3.0,3,nan,1,242,4.0,female,,3,2,research scientist,2,nan,4492.84,11681.39,1,,no,12,3.0,3,part time,1,11.0,2,3.0,11,7,9,4492.84,1989,53914.11,yes
54,no,travel_rarely,1582.77,22.0,5,nan,1,243,2.0,female,,3,4,manager,3,nan,,33238.2,3,,,25,4.0,3,full time,1,36.0,6,3.0,10,4,7,,1969,153407.07,yes
41,no,travel_rarely,953.44,6.0,3,marketing,1,244,4.0,male,,3,3,sales executive,3,nan,7700.83,20022.17,1,,no,12,3.0,2,part time,0,,3,3.0,10,8,7,7700.83,1982,92410.0,no
39,no,nan,667.75,1.0,3,life sciences,1,245,4.0,male,83.47,3,2,laboratory technician,4,married,5393.33,14022.67,1,,,15,3.0,4,full time,1,,2,3.0,9,5,8,5393.33,1984,64720.0,yes
40,no,travel_rarely,1973.98,7.0,4,nan,1,246,2.0,male,,3,5,manager,2,nan,15943.72,41453.67,1,,no,14,3.0,2,full time,0,,3,2.0,21,12,8,15943.72,1983,191324.62,no
33,no,nan,315.2,4.0,3,technical degree,1,247,4.0,male,,3,2,research scientist,2,nan,,6619.17,5,,no,15,,4,part time,2,11.0,2,2.0,9,1,7,,1990,30550.0,yes
36,no,nan,858.52,10.0,3,life sciences,1,248,4.0,male,,3,3,healthcare representative,1,nan,6934.17,18028.83,7,,,13,3.0,4,part time,1,15.0,1,3.0,12,5,7,6934.17,1987,83210.0,no
33,no,nan,324.28,8.0,4,life sciences,1,249,4.0,male,,4,1,research scientist,1,married,,6809.83,6,,no,19,3.0,2,full time,1,14.0,1,3.0,10,7,6,,1990,31430.0,yes
34,no,travel_rarely,556.26,8.0,2,nan,1,250,2.0,male,,4,2,sales executive,3,nan,4492.84,11681.39,1,,no,21,4.0,3,nan,2,10.0,5,3.0,10,4,8,4492.84,1989,,no
29,no,travel_frequently,290.04,,1,medical,1,251,4.0,male,,3,1,laboratory technician,4,married,2342.59,6090.75,1,,no,13,,2,part time,0,,3,4.0,11,3,10,2342.59,1994,28111.13,no
46,no,travel_rarely,885.03,2.0,2,life sciences,1,252,4.0,male,,3,3,manufacturing director,4,divorced,7148.33,18585.67,3,,,14,3.0,3,part time,1,12.0,4,2.0,9,4,7,7148.33,1977,85780.0,yes
27,no,travel_rarely,556.26,23.0,1,medical,1,253,2.0,female,,2,2,sales representative,3,married,4492.84,11681.39,1,,no,21,4.0,4,part time,1,,5,3.0,9,5,8,4492.84,1996,53914.11,no
31,no,nan,433.02,,3,life sciences,1,254,2.0,male,,3,2,laboratory technician,3,divorced,3497.5,9093.5,1,,no,11,3.0,1,nan,1,10.0,2,3.0,10,0,2,3497.5,1992,,no
45,no,travel_rarely,556.26,25.0,2,life sciences,1,255,2.0,female,,2,2,manufacturing director,4,nan,4492.84,11681.39,0,,no,13,,4,nan,2,10.0,2,2.0,9,3,8,4492.84,1978,,yes
34,no,travel_rarely,1020.19,1.0,3,marketing,1,256,1.0,male,,3,3,sales executive,4,nan,8240.0,21424.0,1,,no,21,4.0,1,part time,0,14.0,3,2.0,14,2,1,8240.0,1989,98880.0,no
31,no,nan,556.26,1.0,3,life sciences,1,257,4.0,male,69.53,1,2,research scientist,1,married,4492.84,11681.39,1,,,21,,2,part time,0,10.0,6,3.0,10,8,7,4492.84,1992,53914.11,yes
35,no,nan,556.26,7.0,4,nan,1,258,3.0,female,69.53,3,2,sales executive,4,nan,4492.84,11681.39,1,,yes,11,3.0,4,part time,0,10.0,2,3.0,10,0,9,4492.84,1988,53914.11,no
39,no,travel_rarely,1376.45,15.0,4,marketing,1,259,2.0,male,,3,4,sales executive,1,single,,28905.5,0,,no,12,3.0,1,full time,0,21.0,3,3.0,20,11,10,,1984,133410.0,no
40,no,travel_rarely,585.72,2.0,2,marketing,1,260,2.0,female,,3,2,sales executive,2,married,4730.83,12300.17,3,,no,14,3.0,3,nan,1,,4,3.0,11,5,10,4730.83,1983,,yes
30,no,travel_rarely,290.04,1.0,2,medical,1,261,4.0,male,,3,1,laboratory technician,2,married,2342.59,6090.75,1,,no,13,3.0,3,nan,0,12.0,6,2.0,12,1,7,2342.59,1993,,no
47,no,nan,1032.49,1.0,1,nan,1,262,3.0,female,,3,3,research director,2,married,8339.32,21682.23,0,,no,18,3.0,1,part time,2,14.0,3,1.0,13,5,12,8339.32,1976,100071.84,yes
52,no,non-travel,290.04,29.0,4,nan,1,263,1.0,male,,3,1,sales representative,4,divorced,2342.59,6090.75,2,,,15,3.0,2,part time,2,16.0,3,,9,0,0,2342.59,1971,28111.13,yes
